Sigla	Disciplina	TPI	Recomendação	Ementa	Bibliografia Básica	Bibliografia Complementar
ESTG017-13	Introdução aos Processos de Fabricação Metal - Mecânico	4-2-4	Sistemas CAD/CAM	Introdução aos processos utilizados na indústria metal-mecânica; estrutura-propriedade-processamento-desempenho; classificação dos processos de fabricação primários (fundição, lingotamento e sinterização), conformação (laminação, extrusão forjamento, estampagem e trefilação), usinagem (torneamento, fresamento, serramento, furação, retificação), tratamento dos materiais metálicos (tratamento térmico, anodização e endurecimento superficial), união (física e mecânica); características dos processos de fabricação (geometria, tolerância dimensional, produção, aspectos humanos e ambientais; variáveis dos processos de conformação de metais.	"KALPAKJIAN, S.; SCHMID, S. R. Manufacturing engineering and technology. 6 ed. New York: Pearson/Prentice Hall, 2010.
GROOVER, M. P. Automação industrial e sistemas de manufatura. São Paulo: Pearson Prentice Hall, 2011
HELMAN, H.; CETLIN, P. Roberto; Fundamentos da Conformação Mecânica dos Metais, Artliber, São Paulo, 2005."	"MANRICH, Silvio; Processamento de termoplásticos: rosca única, extrusão e matrizes, injeção e moldes. São Paulo: Artliber Editora, 2005. 431 p. ISBN 858809830-x.
NOVASKI, O.; MENDES, L.C.; Introdução à Engenharia de Fabricação Mecânica. São Paulo: Edgard Blucher, 1994.
FERRARESI, Dino; Fundamentos da usinagem dos metais. São Paulo: Edgar Blücher, 1970. 751 p. ISBN 852120257-1.
GARCIA, C. Modelagem e simulação de processos industriais e de sistemas eletromecânicos. 2. ed. São Paulo: Editora da Universidade de São Paulo, 2005. 
CALLISTER JR., W.D.; Materials science and engineering - an introduction, 2th Ed., J. Wiley, 1991."
MCZB019-13	Introdução aos Processos Pontuais	4-0-4	Introdução à Probabilidade e Estatística, Análise Real I	Processos pontuais finitos. Processos pontuais em R^d: definição. Processos Marcados, Caracterização de processos: eventos vazios (void events), funcionais geradores. Processos de Poisson: definição, construção de processo estacionário, construção por projeção, Teorema de SlivnyakMecke, superposição e emagrecimento, deslocamento aleatório. Processos de Cox: definição, propriedades e exemplos. Processos de nascimento e morte com interação.	"MOLLER, JESPER, WAAGEPETERSEN, RAMUS PLENGE ; Statistical Inference and Simulation for Spatial Point Processes, Chapman & Hall/CRC, 2004.
FRISTEDT, BERT, GRAY, LAWRENCE; A modern approach to probability theory, Birkhauser, 1997.
DALEY, D. J.; VERE-JONES, D. An introduction to the theory of point processes, Springer Series in Statistics. Springer-Verlag, 1988."	"BREMAUD, P.; Point Processes and Queues: Martingale dynamics, Springer, 1981.
JACOBSEN, M.; Point Process Theory and Applications: Marked Point and Piecewise Deterministic Processes, Birkhäuser Boston, 2005
BREIMAN, L.; Probability. Addison-Wesley, 1968.
BREMAUD, P.; Markov Chains: Gibbs Fields, Monte Carlo Simulation and Queues, Springer, 2010.
RESNICK, S.; Adventures in Stochastic Processes, Birkhäuser Boston, 1992.
FRISTEDT, BERT, GRAY, LAWRENCE, A modern approach to probability theory, Birkhauser 1997.
DALEY, D. J.; VERE-JONES, D. An introduction to the theory of point processes, Springer Series in Statistics. Springer-Verlag, 1998.
BREMAUD, P., Point Processes and Queues: Martingale dynamics, Springer, 1981."
MCZB020-13	Introdução aos Sistemas Dinâmicos	4-0-4	Equações Diferenciais Ordinárias	Difeomorfismos e Fluxos: Introdução, difeomorfismos do círculo, Fluxos e equações diferenciais, conjuntos invariantes, conjugação e equivalência, aplicação de Poincaré e suspensão, fluxos Hamiltonianos e aplicação de Poincaré; Estudo local de fluxos e difeomorfismos: difeomorfismos e fluxos lineares hiperbólicos, pontos fixos hiperbólicos não-lineares (Teorema de Hartman-Grobman), formas normais para campos e difeomorfismos, teorema da variedade centro, técnicas de blowing-up em R2; Estabilidade estrutural e pontos hom.	"ARROWSMITH, D. K.; PLACE, C. M. An introduction to dynamical systems. Cambridge: Cambridge, 1990. 423 p.
WIGGINS, Stephen. Introduction to applied nonlinear dynamical systems and chaos. 2.ed. New York: Springer, 2003. 843 p. (Text in applied Mathematics)."	"KATOK, A. B.; Hasselblatt, Boris. Introduction to the modern theory of dynamical. Cambridge: Cambridge, 1995.  802 p.
JOST, Y. Dynamical systems: examples of complex behavior. New York: Springer
PALIS JUNIOR, Jacob; MELO, Welington de. Introdução aos sistemas dinâmicos. Rio de Janeiro: IMPA, 1977. 190 p.
SZLENK, W. An introduction to the theory of smooth dynamical systems. New Gersey: J. Wiley & Sons, 1991.
VERHULST, F. Nonlinear differential equations and dynamical systems. Berlin: Springer, 2006 . 303 p."
ESTE007-13	Introdução aos Sistemas Elétricos de Potência	3-1-5	Circuitos Elétricos II	Circuitos Trifásicos: Sistemas trifásicos simétricos e equilibrados com cargas equilibradas; Sistemas trifásicos com indutâncias mútuas; Sistemas trifásicos simétricos ou assimétricos com cargas desequilibradas; Potência em sistemas trifásicos; Representação de redes trifásicas por diagrama unifilar; Valores Percentuais e por Unidade; Representação de máquinas elétricas em valores por unidade; Mudanças de Base; Representação de transformadores fora da relação nominal; Aplicação de valores por unidade em circuitos trifásicos; Vantagens e Aplicações dos valores por unidade; Componentes Simétricas; Teorema fundamental; Aplicação a sistemas trifásicos.	"BARIONI, C.C., SCHMIDT, H.P., KAGAN,N., ROBBA, E.J., Introdução a sistemas elétricos de potência, 2ª Ed., São Paulo: Edgard Blucher, 2000
STEVENSON, G., Power system analysis. Editora McGraw Hill, 1994.
MONTICELLI, A., Introdução a sistemas de energia elétrica, Editora Unicamp, 2004."	"BLACKBURN, J. Lewis, Symmetrical components for power system engineering, CRC Press, 1993 
GROSS, C.A., Power system analysis. Editora Wiley 2 edition 1986 
GLOVER, J.D., Power system analysis and design. CL-Engineering, 3rd edition, 2001.
SAADAT, H., Power system analysis. Mc Graw Hill 2 edition 2002
EL-SHARKAWI, Electric energy systems: An introduction, CRC Press, 2005.
GRAINGER, J. J. / Stevenson Jr, W. D. Power System Analysis. McGraw-Hill"
MCZB021-13	Introdução às Curvas Algébricas	4-0-4	Anéis e Corpos	Curvas afins: definição, conjuntos algébricos, teorema da Base de Hilbert, conjuntos irredutíveis, Nullstellensatz, mudanças de coordenadas, interseção de curvas, resultantes, multiplicidades, pontos múltiplos. Curvas projetivas: o plano projetivo, curvas projetivas, intersecção de curvas projetivas. Teorema de Bézout. Fórmulas de Plücker, Cúbicas não singulares e a lei de grupo.	"FULTON, W.: Algebraic curves, Benjamim, 1974.
VAINSENCHER, I.: Introdução às curvas algébricas planas, Matemática Universitária, SBM, 1996.
GIBSON, C. G. Elementary geometry of algebraic curves: an undergraduate introduction. Cambridge University Press, Cambridge, 1998."	"KUNZ E.; Introduction to Commutative Algebra and Algebraic Geometry, Birkhauser 1984.
GRIFFITHS, P.; HARRIS, J.; Principles of Algebraic Geometry, Wiley-Interscience, 2011.
KUNZ E.; Introduction to plane algebraic curves, Birkhauser, 2005.
HARRIS, J.; Algebraic geometry: a first course Springer, 1992.
SEIDENBERG, A.; Elements of the Theory of Algebraic Curves, Addison-Wesley, 1969.
GRIFFITHS, P., HARRIS, J.; Principles of Algebraic Geometry, John Wiley & Sons, 2011"
ESTO005-13	Introdução às Engenharias	2-0-4	Não há	Fornecer uma introdução às engenharias com ênfase nas engenharias oferecidas pela UFABC: suas interconexões com a evolução da sociedade. Serão abordados temas que exibem a atuação profissional dos engenheiros com o enfoque no desenvolvimento do indivíduo e da sociedade. Abordar as responsabilidades éticas e técnicas de engenheiros na prática profissional.  Abordar a engenharia como um esforço individual e coletivo inter e multidisciplinar. Discutir alguns desafios tecnológicos e científicos em estudos de casos.	"BAZZO, Walter Antonio; PEREIRA, Luiz Teixeira do Vale. Introdução à engenharia: conceitos, ferramentas e comportamentos. 2 ed. Florianópolis: Ed. da UFSC, 2008. 270 p.
HOLTZAPPLE, Mark T; REECE, W Dan. Introdução à engenharia. Rio de Janeiro: LTC, 2006. 220 p."	Apresentações feitas pelos docentes dos cursos de engenharia da UFABC.
BCN0405-15	Introdução às Equações Diferenciais Ordinárias	4-0-4	BCN0407-15 - Funções de Várias Variáveis	Introdução às equações diferenciais: terminologia e alguns modelos matemáticos. Equações diferenciais de primeira ordem: Separação de variáveis. Equações Exatas. Substituições em Equações de 1ª Ordem. Equações Lineares. Equações Autônomas e Análise Qualitativa. Teorema de Existência Unicidade: Enunciado e Consequências. Aplicações Equações diferenciais lineares de ordem superior: Equações lineares homogêneas com coeficientes constantes. Método dos coeficientes indeterminados e de Variação de Parâmetros. Aplicação de equações diferenciais de segunda ordem: modelos mecânicos e elétricos. Resolução de sistemas de duas equações pela conversão a uma EDO de ordem superior.	"BOYCE, W.; DIPRIMA, R. Equações Diferenciais Elementares e Problemas de Valores de Contorno, Livros Técnicos e Científicos, 2002.
EDWARDS C.; PENNEY D. Equações Diferenciais Elementares com Problemas de Contorno, Prentice-Hall, 1995.
ZILL D.; CULLEN M. Equações Diferencias Vol. 1 e 2, Pearson 2008."	"FIGUEIREDO, D.G; NEVES, A.F; Equações Diferenciais Aplicadas, Coleção Matemática Universitária, IMPA, 2001.
GUIDORIZZI, H. Um curso de cálculo, vol. 4., LTC, 2002.
GRAY, A.; MEZZINO, M.; PINSKY, M. Introduction to Ordinary Differential Equations With Mathematica: An Integrated Multimedia Approach, Springer 1997.
BEAR, H. Differential Equations: A Concise Course, Dover Publications 2013.
TENNENBAUM, M.; POLLARD, H. ORDINARY DIFFERENTIAL EQUATIONS: an elementary textbook for students of mathematics, engineering, and the sciences, Dover, 1985.
KAPLAN, W. Cálculo avançado Vol 2, Editora Blucher."
BHO0001-15	Introdução às Humanidades e Ciências Sociais	2-0-4	-	Especificidades da epistemologia e da metodologia nas Humanidades e Ciências Sociais. O processo de investigação científica. Construção de Objeto e Método nas Ciências Sociais. Objetividade nas Ciências Sociais. A Possibilidade de Explicação das Ações Humanas e a Solução dos Problemas da Indução. Método Científico e Análise Social. Teorias e correntes explicativas nas Ciências Sociais.	"BOURDIEU, P.; Ofício de Sociólogo; Vozes DA MATTA, R.; Relativizando; Rocco
DURKHEIM, E.; As regras do método sociológico; Martins Fontes Editora
GIDDENS, A.; Em defesa da sociologia; Unesp
GIDDENS; Teoria social hoje; Unesp
OLSON, M.; A lógica da ação coletiva; Edusp POPPER, K.; A lógica da pesquisa científica; Cultrix
WEBER, M.; A metodologia das ciências sociais; Cortez"	Está sendo ajustada e será incorporada na versão que vai para a CG.
ESHP014-13	Introdução às Políticas Públicas	4-0-4	Não há	O que é política pública; Formulação, implementação e avaliação de políticas públicas; Teorias das políticas públicas; Incrementalismo x Reformas; Atores e interesses políticos, sociais e econômicos envolvidos nas políticas públicas; O papel da burocracia e da administração.	"DIAS, Reinaldo. (2012). Políticas públicas - princípios, propósitos e processos. São Paulo: Atlas.
HEIDEMANN, F. C., & SALM, J. F. (Eds.). (2009). Políticas públicas e desenvolvimento: bases epistemológicas e modelos de análise. Brasília: Universidade de Brasília.
SARAVIA, Enrique; FERRAREZI, Elisabete. (2007). Políticas Públicas – Coletânea Volume 1 e 2. Brasília: ENAP."	"BONETI, Lindomar Wessler (2011). Políticas públicas por dentro. Unijui.
KINGDON, John W. (1995). Agendas, Alternatives, and Public Policies. 2nd Edition. Longmann
HOCHMAN, G., ARRETCHE, M., & MARQUES, E. (Eds.). (2007). Políticas públicas no Brasil. Rio de Janeiro: FIOCRUZ.
LEAL, Fabiola Xavier; GARCIA, Maria Lucia Teixeira (eds. 2012). Análise de politicas públicas: temas, agenda, processos e produtos. São Paulo: Annablume.
MORAN, M., REIN, M., & GOODIN, R. E. (Eds.). (2008). The Oxford Handbook of Public Policy. Oxford: Oxford University Press.
SECCHI, L. (2010). Políticas públicas: conceitos, esquemas de análise, casos práticos. São Paulo: CENGAG Learning.
SILVA, Christian Luiz da (2012). Políticas públicas e desenvolvimento local. Petrópolis: Vozes."
ESZS014-13	Introdução às Vibrações Não Lineares	4-0-4	Vibrações Lineares	Introdução às técnicas de perturbação. Sistemas conservativos com um grau de liberdade. Sistemas não conservativos com um grau de liberdade. Oscilação forçada de sistemas com um grau de liberdade. Sistemas parametricamente excitados. Sistemas com graus de liberdade finitos. Sistemas contínuos: vigas, placas e cascas.	"BABITSKY, Vladimir; KRUPENIN, V L. Vibration of strongly nonlinear discontinuous systems. Berlim: Springer, 2001. 1 v. (Foundations of engineering mechanics).
CRAIG, R.R. Structural Dynamics : An Introduction to Computer Methods. New York: John-Wiley & Sons, 1981.
NAYFEH, Ali Hasan; MOOK, Dean T. Nonlinear oscillations. New York: Wiley, 2004.  704 p. (Physics Textbook)."	"LANCZOS, Cornelius. The variational principles of mechanics. 4 ed. New York: Dover publications, inc, 1986. 418 p.
NAYFEH, Ali Hasan; BALACHANDRAN, Balakumar. Applied nonlinear dynamics: analytical, computational, and experimental methods. New York: Wiley, 1995.  685 p. (Wiley series in nonlinear science).
_______, A.H. Introduction to Perturbation Techniques. New York: John-Wiley Interscience, 1993.
SATHYAMOORTHY, M. Nonlinear Analysis of Structures. Boca Raton: CRC Press, 1998. 621 p.
SCHMIDTY, G.; TONDL, A. Nonlinear Vibrations. Cambridge: Cambridge University Press, 1986."
ESZI012-13	Jogos Digitais: Aspectos Técnicos e Aplicações	2-2-4	Processamento da Informação	Estrutura Sistêmica de Jogos, Arte & Design, Plataformas de Desenvolvimento, Projeto de Jogos, Aplicações.	"DILLE, F.; PLATTEN, J. Z. The Ultimate Guide to Vídeo Game Writing and Design. Lone Eagle, 2008.
NOVAK, Jeannie. Game development essentials: an introduction. 2 ed. Clifton Park, EUA: Delmar Cengage Learning, 2008. 435 p.
PERUCIA, Alexandre Souza et al. Desenvolvimento de Jogos eletrônicos. 2 ed. São Paulo: Novatec, 2007. 320 p."	"EBERLY, David H. 3D game engine architecture: engineering real-time applications with wild magic. San Francisco, EUA: Morgan Kaufmann, 2005. 736 p. (The Morgan Kaufmann series in interactive 3D).
HALL, R.; NOVAK, J. Game Development Essentials: Online Game Development. Delmar Cengage Learning, 2008.
HAMER, Carol.. Creating mobile games: using java me platform to put the fun into your mobile device and cell phone. Berkley, CA: Apress, 2007. 415 p. (Technology in action press).
HIGHT J.; NOVAK J. Game Development Essentials: Game Project Management. Delmar Cengage Learning, 2007.
WELLS M. J. J2ME Game Programming. Prentice Hall, 2004."
ESZB015-13	Laboratório de Bioinformática	0-4-5	Introdução à Bioinformática	Por em prática todo conhecimento adquirido de biologia e informática, na elaboração e execução de projetos para análise de dados biológicos.  Práticas em aplicativos para análise de Genomas¿ Práticas em aplicativos para análise de Proteomas.	"GENTLEMAN, Robert. R programming for bioinformatics. Boca Raton, Fla: CRC Press, 2009. 314 p. (Computer Science and Data Analysis Series).
___________, R. et al.Bioinformatics and Computational Biology Solutions using R and Bioconductor. New York: Springer, 2005.
HAHNE, Florian et al. Bioconductor case studies. New York: Springer, 2008. 283 p. (Use R!)."	"BAXEVANIS, Andreas D.; OUELLETTE, B F Francis (eds). Bioinformatics: a practical guide to the analysis of genes and proteins. 3 ed. Hoboken, EUA: Wiley, 2005. 540 p.
BERGERON, Bryan. Bioinformatics computing. New Jersey: Prentice Hall, 2003. v. 419. 341 p.
EWENS, Warren J; GRANT, Gregory R. Statistical methods in bioinformatics: an introduction. 2 ed. New York: Springer, 2005. 597 p. (Statistics for biology and health).
MOUNT, David W.. Bioinformatics: sequence and genome analysis. 2nd ed.. Cold Spring Harbor, N.Y: Cold Spring Harbor, 2004. 692 p.
THEODORIDIS, Sergios; KOUTROUMBAS, Konstantinos. Pattern recognition. 4ª. ed. Amsterdan: Elsevier, 2009. 961 p.
TISDALL, James D. Beginning Perl for bioinformatics. Beijing: O'Reilly, 2001. 368 p.
WATERMAN, Michael S. Introduction to computational biology: maps, sequences and genomes. Boca Raton, EUA: Chapman & Hall; CRC Press, 2000. 431 p."
